90 0 118.541
88 0 121.223
88 90 103.062
88 180 101.63
88 270 154.028
86 0 162.869
86 45 163.39
86 90 123.785
86 135 52.739
86 180 56.7819
86 225 80.3519
86 270 106.003
86 315 131.708
84 0 201.329
84 30 152.869
84 60 101.638
84 90 61.2567
84 120 58.1748
84 150 33.3806
84 180 62.2098
84 210 58.4755
84 240 40.88
84 270 79.5267
84 300 139.11
84 330 173.204
82 0 224.602
82 22.5 147.822
82 45 138.369
82 67.5 59.67
82 90 32.5705
82 112.5 8.43345
82 135 8.83012
82 157.5 23.0729
82 180 54.2309
82 202.5 35.7965
82 225 5.93505
82 247.5 -3.49909
82 270 46.7849
82 292.5 82.7033
82 315 176.376
82 337.5 168.336
80 0 234.337
80 18 168.197
80 36 144.187
80 54 36.3586
80 72 -38.3402
80 90 -34.1198
80 108 -43.5175
80 126 -12.7241
80 144 0.680707
80 162 2.33567
80 180 36.6426
80 198 -14.6312
80 216 -28.9954
80 234 -60.1018
80 252 -22.7172
80 270 9.6394
80 288 -20.7221
80 306 195.719
80 324 284.779
80 342 255.876
78 0 244.229
78 15 195.546
78 30 124.772
78 45 58.2001
78 60 -5.66027
78 75 -73.4686
78 90 -97.6343
78 105 -66.7491
78 120 -55.1042
78 135 9.51509
78 150 32.9487
78 165 17.0032
78 180 27.5792
78 195 13.533
78 210 -49.0701
78 225 -90.0555
78 240 -75.7038
78 255 -83.7153
78 270 -123.208
78 285 -39.329
78 300 225.285
78 315 316.282
78 330 362.653
78 345 229.598
76 0 338.036
76 12.8571 283.576
76 25.7143 181.297
76 38.5714 91.3111
76 51.4286 19.1893
76 64.2857 28.5101
76 77.1429 -141.12
76 90 -159.208
76 102.857 -115.76
76 115.714 -70.2711
76 128.571 -32.4532
76 141.429 12.9029
76 154.286 46.2144
76 167.143 18.7838
76 180 -1.61194
76 192.857 30.2271
76 205.714 -80.4486
76 218.571 -89.4395
76 231.429 -76.1834
76 244.286 -69.1739
76 257.143 -118.244
76 270 -115.371
76 282.857 -29.658
76 295.714 124.941
76 308.571 299.101
76 321.429 380.465
76 334.286 403.898
76 347.143 333.276
74 0 368.124
74 11.25 332.129
74 22.5 211.57
74 33.75 116.228
74 45 17.97
74 56.25 13.6743
74 67.5 -71.4808
74 78.75 -150.192
74 90 -169.761
74 101.25 -169.103
74 112.5 -126.301
74 123.75 -90.5112
74 135 -42.5531
74 146.25 -2.16389
74 157.5 19.6014
74 168.75 21.5935
74 180 12.7193
74 191.25 49.3701
74 202.5 -84.9476
74 213.75 -92.3841
74 225 -100.296
74 236.25 -88.1264
74 247.5 -166.59
74 258.75 -196.018
74 270 -192.318
74 281.25 -136.748
74 292.5 101.559
74 303.75 226.401
74 315 366.901
74 326.25 424.208
74 337.5 461.477
74 348.75 415.846
72 0 430.401
72 10 333.741
72 20 257.765
72 30 141.923
72 40 41.4113
72 50 -42.919
72 60 -59.9855
72 70 -120.408
72 80 -157.637
72 90 -155.615
72 100 -139.255
72 110 -107.208
72 120 -134.159
72 130 -109.258
72 140 -57.1791
72 150 1.36064
72 160 21.1277
72 170 34.9911
72 180 27.9493
72 190 18.961
72 200 -16.9088
72 210 -101.196
72 220 -81.4694
72 230 18.1058
72 240 -120.295
72 250 -217.758
72 260 -256.378
72 270 -251.647
72 280 -159.925
72 290 88.6432
72 300 263.309
72 310 353.133
72 320 417.867
72 330 533.149
72 340 525.978
72 350 481.839
70 0 443.209
70 9 338.315
70 18 244.273
70 27 198.67
70 36 90.8337
70 45 5.04007
70 54 -56.9142
70 63 -130.384
70 72 -150.668
70 81 -179.918
70 90 -110.435
70 99 -149.364
70 108 -120.856
70 117 -145.74
70 126 -127.094
70 135 -39.962
70 144 -20.7454
70 153 1.94729
70 162 42.6301
70 171 38.9895
70 180 32.0477
70 189 8.59069
70 198 -28.6509
70 207 -13.1642
70 216 -81.387
70 225 -21.7884
70 234 -99.0128
70 243 -200.422
70 252 -343.845
70 261 -337.423
70 270 -334.7
70 279 -274.034
70 288 -44.7572
70 297 194.444
70 306 329.59
70 315 390.002
70 324 445.859
70 333 526.309
70 342 502.38
70 351 496.169
68 0 442.991
68 8.18182 291.831
68 16.3636 145.978
68 24.5454 135.983
68 32.7273 116.584
68 40.9091 29.1708
68 49.0909 -3.82279
68 57.2727 -95.8353
68 65.4545 -143.331
68 73.6364 -183.095
68 81.8182 -200.557
68 90 -197.191
68 98.1818 -177.399
68 106.364 -177.538
68 114.545 -173.745
68 122.727 -148.959
68 130.909 -55.1751
68 139.091 45.4031
68 147.273 14.1066
68 155.455 47.5715
68 163.636 73.4115
68 171.818 50.9161
68 180 52.3442
68 188.182 9.35876
68 196.364 4.55196
68 204.545 72.3432
68 212.727 80.5318
68 220.909 12.3376
68 229.091 -31.6472
68 237.273 -122.207
68 245.455 -295.477
68 253.636 -375.42
68 261.818 -404.715
68 270 -365.846
68 278.182 -341.21
68 286.364 -206.776
68 294.545 -0.885872
68 302.727 255.647
68 310.909 342.479
68 319.091 414.888
68 327.273 452.939
68 335.455 500.11
68 343.636 538.559
68 351.818 498.24
66 0 471.947
66 7.5 355.958
66 15 227.574
66 22.5 142.247
66 30 121.871
66 37.5 66.6117
66 45 101.646
66 52.5 -51.7366
66 60 -141.431
66 67.5 -168.153
66 75 -228.743
66 82.5 -237.293
66 90 -245.388
66 97.5 -253.137
66 105 -224.683
66 112.5 -191.832
66 120 -168.938
66 127.5 -40.8085
66 135 12.9975
66 142.5 57.1887
66 150 -8.41773
66 157.5 73.1193
66 165 107.645
66 172.5 85.5722
66 180 53.8861
66 187.5 37.3011
66 195 45.7965
66 202.5 82.9365
66 210 83.6817
66 217.5 53.7923
66 225 19.2973
66 232.5 -100.318
66 240 -221.445
66 247.5 -283.144
66 255 -382.576
66 262.5 -437.177
66 270 -430.319
66 277.5 -387.919
66 285 -293.211
66 292.5 -138.509
66 300 172.043
66 307.5 307.358
66 315 398.393
66 322.5 410.733
66 330 525.379
66 337.5 557.736
66 345 570.24
66 352.5 488.908
64 0 449.718
64 6.92308 382.536
64 13.8461 243.266
64 20.7692 176.38
64 27.6923 136.304
64 34.6154 117.537
64 41.5385 98.3594
64 48.4615 26.5051
64 55.3846 -88.3978
64 62.3077 -111.69
64 69.2308 -176.987
64 76.1539 -262.959
64 83.0769 -282.85
64 90 -263.755
64 96.9231 -256.724
64 103.846 -269.693
64 110.769 -240.996
64 117.692 -211.973
64 124.615 -144.491
64 131.538 -59.4962
